chr	pos	seqbin	stdrate
chr1	7600669	1	  0.000000
chr1	7610669	1	  0.000000
chr1	7620669	1	  0.000000
chr1	7630669	1	  7.240948
chr1	7640669	1	  2.549849
chr1	7650669	1	  0.433684
chr1	7660669	1	  0.829541
chr1	7670669	1	  0.830811
chr1	7680669	1	  1.096863
chr1	7690669	1	  0.363980
chr1	7700669	1	  0.082005
chr1	7710669	1	  0.300427
chr1	7720669	1	  3.459955
chr1	7730669	1	  0.516036
chr1	7740669	1	  0.516036
chr1	7750669	1	  1.124959
chr1	7760669	1	  1.316015
chr1	7770669	1	  0.656249
chr1	7780669	1	  0.000000
chr1	7790669	1	  0.000000
chr1	7800669	1	  0.017642
chr1	7810669	1	  0.106902
chr1	7820669	1	  0.276698
chr1	7830669	1	  0.234483
chr1	7840669	1	  0.605604
chr1	7850669	1	  0.916188
chr1	7860669	1	  1.054852
chr1	7870669	1	  0.124683
chr1	7880669	1	  0.642081
chr1	7890669	1	  2.736716
chr1	7900669	1	  1.129235
chr1	7910669	1	  1.139261
chr1	7920669	1	  1.139261
chr1	7930669	1	  0.527933
chr1	7940669	1	  0.000000
chr1	7950669	1	  0.000000
chr1	7960669	1	  0.000000
chr1	7970669	1	  0.171729
chr1	7980669	1	  1.408645
chr1	7990669	1	  0.852714
chr1	8000669	1	  0.000000
chr1	8010669	1	  0.000000
chr1	8020669	1	  0.000000
chr1	8030669	1	  0.000000
chr1	8040669	1	  0.000000
chr1	8050669	1	  0.000000
chr1	8060669	1	  0.000000
chr1	8070669	1	  0.265205
chr1	8080669	1	  0.340530
chr1	8090669	1	  0.340530
chr1	8100669	1	  1.032058
chr1	8110669	1	  1.264979
chr1	8120669	1	 10.931878
chr1	8130669	1	  7.081198
chr1	8140669	1	  4.889742
chr1	8150669	1	  0.000000
chr1	8160669	1	  0.000000
chr1	8170669	1	  0.000000
chr1	8180669	1	  0.000000
chr1	8190669	1	  1.146861
chr1	8200669	1	  4.320852
chr1	8210669	1	  1.844031
chr1	8220669	1	  0.000000
chr1	8230669	1	  0.000001
chr1	8240669	1	  0.004350
chr1	8250669	1	  0.014321
chr1	8260669	1	  2.964316
chr1	8270669	1	  5.827284
chr1	8280669	1	  0.141556
chr1	8290669	1	  4.305649
chr1	8300669	1	  1.218929
chr1	8310669	1	  1.329595
chr1	8320669	1	  2.930161
chr1	8330669	1	  0.640289
chr1	8340669	1	  0.000000
chr1	8350669	1	  0.000000
chr1	8360669	1	  0.217391
chr1	8370669	1	  0.346165
chr1	8380669	1	  0.317602
chr1	8390669	1	  0.307409
chr1	8400669	1	  0.120627
chr1	8410669	1	  0.000000
chr1	8420669	1	  0.249140
chr1	8430669	1	  1.235434
chr1	8440669	1	  0.628454
chr1	8450669	1	  0.196423
chr1	8460669	1	  0.005931
chr1	8470669	1	  0.005931
chr1	8480669	1	  0.000824
chr1	8490669	1	  0.000000
chr1	8500669	1	  0.000000
chr1	8510669	1	  0.000000
chr1	8520669	1	  0.000000
chr1	8530669	1	  0.000000
chr1	8540669	1	  0.000000
chr1	8550669	1	  0.000000
chr1	8560669	1	  0.000000
chr1	8570669	1	  0.000000
chr1	8580669	1	  0.000000
chr1	8590669	1	  0.000000
chr1	8600669	1	  0.000000
chr1	8610669	1	  0.000000
chr1	8620669	1	  0.315126
chr1	8630669	1	  0.416834
chr1	8640669	1	  0.416834
chr1	8650669	1	  0.416834
chr1	8660669	1	  0.244057
chr1	8670669	1	  0.000001
chr1	8680669	1	  0.000001
chr1	8690669	1	  0.000001
chr1	8700669	1	  0.000000
chr1	8710669	1	  0.000000
chr1	8720669	1	  0.000000
chr1	8730669	1	  0.000000
chr1	8740669	1	  0.000000
chr1	8750669	1	  0.000000
chr1	8760669	1	  0.000000
chr1	8770669	1	  0.000000
chr1	8780669	1	  0.072716
chr1	8790669	1	  0.085178
chr1	8800669	1	  0.085178
chr1	8810669	1	  0.127905
chr1	8820669	1	  0.252184
chr1	8830669	1	  0.000000
chr1	8840669	1	  0.000000
chr1	8850669	1	  0.362166
chr1	8860669	1	  0.289954
chr1	8870669	1	  0.000000
chr1	8880669	1	  0.000000
chr1	8890669	1	  0.000000
chr1	8900669	1	  3.134515
chr1	8910669	1	  2.779822
chr1	8920669	1	  1.240789
chr1	8930669	1	  6.927732
chr1	8940669	1	  4.002470
chr1	8950669	1	  1.854030
chr1	8960669	1	  6.297505
chr1	8970669	1	  1.610249
chr1	8980669	1	  1.008386
chr1	8990669	1	 34.487452
chr1	9000669	1	  3.237138
chr1	9010669	1	  0.000000
chr1	9020669	1	  0.000000
chr1	9030669	1	  0.000000
chr1	9040669	1	  0.081754
chr1	9050669	1	  1.553285
chr1	9060669	1	  0.024747
chr1	9070669	1	  0.002023
chr1	9080669	1	  0.001727
chr1	9090669	1	  0.000002
chr1	9100669	1	  0.028636
chr1	9110669	1	  0.439404
chr1	9120669	1	  0.000000
chr1	9130669	1	  3.620009
chr1	9140669	1	  0.000000
chr1	9150669	1	  3.140674
chr1	9160669	1	  1.581924
chr1	9170669	1	  3.760050
chr1	9180669	1	  0.000000
chr1	9190669	1	  0.000000
chr1	9200669	1	  2.317903
chr1	9210669	1	  1.781932
chr1	9220669	1	  0.353716
chr1	9230669	1	  0.000000
chr1	9240669	1	  1.846270
chr1	9250669	1	  3.355690
chr1	9260669	1	  4.865259
chr1	9270669	1	  2.079587
chr1	9280669	1	  3.864107
chr1	9290669	1	 11.391673
chr1	9300669	1	  0.000000
chr1	9310669	1	  1.995899
chr1	9320669	1	  3.540084
chr1	9330669	1	  6.040493
chr1	9340669	1	  2.602266
chr1	9350669	1	  5.569418
chr1	9360669	1	  0.451256
chr1	9370669	1	  5.000227
chr1	9380669	1	  6.744156
chr1	9390669	1	  4.066052
chr1	9400669	1	  4.066052
chr1	9410669	1	  3.752268
chr1	9420669	1	  0.387385
chr1	9430669	1	  8.260764
chr1	9440669	1	  0.000000
chr1	9450669	1	  0.000000
chr1	9460669	1	  9.504821
chr1	9470669	1	  0.609026
chr1	9480669	1	  1.622339
chr1	9490669	1	  1.622339
chr1	9500669	1	  1.622339
chr1	9510669	1	  1.365584
chr1	9520669	1	  0.000386
chr1	9530669	1	  0.000153
chr1	9540669	1	  0.000000
chr1	9550669	1	  0.381792
chr1	9560669	1	  0.686553
chr1	9570669	1	  0.686553
chr1	9580669	1	  0.186262
chr1	9590669	1	  0.000000
chr1	9600669	1	  1.924019
chr1	9610669	1	  7.303913
chr1	9620669	1	  1.051899
chr1	9630669	1	  0.000000
chr1	9640669	1	  0.286173
chr1	9650669	1	  0.298657
chr1	9660669	1	  0.373657
chr1	9670669	1	  0.285438
chr1	9680669	1	  0.008716
chr1	9690669	1	  7.893521
chr1	9700669	1	  0.000000
chr1	9710669	1	  0.000000
chr1	9720669	1	  0.000000
chr1	9730669	1	  0.000000
chr1	9740669	1	  0.000000
chr1	9750669	1	  0.000000
chr1	9760669	1	  0.000000
chr1	9770669	1	  0.000000
chr1	9780669	1	  0.000000
chr1	9790669	1	  0.000000
chr1	9800669	1	  0.000000
chr1	9810669	1	  0.000000
chr1	9820669	1	  1.796277
chr1	9830669	1	  0.000003
chr1	9840669	1	  0.000002
chr1	9850669	1	  0.000000
chr1	9860669	1	  0.091380
chr1	9870669	1	  0.947927
chr1	9880669	1	  0.947927
chr1	9890669	1	  0.947927
chr1	9900669	1	  0.947927
chr1	9910669	1	  0.372061
chr1	9920669	1	  0.000000
chr1	9930669	1	  0.000000
chr1	9940669	1	  0.000000
chr1	9950669	1	  0.000183
chr1	9960669	1	  0.784123
chr1	9970669	1	  1.108376
chr1	9980669	1	  1.108376
chr1	9990669	1	  1.108376
chr1	10000669	1	  1.108376
chr1	10010669	1	  1.108376
chr1	10020669	1	  0.516837
chr1	10030669	1	  0.493790
chr1	10040669	1	  0.493790
chr1	10050669	1	  0.132484
chr1	10060669	1	  0.000000
chr1	10070669	1	  0.000000
chr1	10080669	1	  0.000000
chr1	10090669	1	  0.000000
chr1	10100669	1	  0.000000
chr1	10110669	1	  0.000000
chr1	10120669	1	  0.000000
chr1	10130669	1	  0.000000
chr1	10140669	1	  0.000000
chr1	10150669	1	  0.000000
chr1	10160669	1	  0.000000
chr1	10170669	1	  0.000000
chr1	10180669	1	  0.000000
chr1	10190669	1	  0.000000
chr1	10200669	1	  0.000000
chr1	10210669	1	  0.000000
chr1	10220669	1	  0.000000
chr1	10230669	1	  0.000000
chr1	10240669	1	  0.000000
chr1	10250669	1	  0.000000
chr1	10260669	1	  0.000000
chr1	10270669	1	  0.000000
chr1	10280669	1	  0.000000
chr1	10290669	1	  0.000000
chr1	10300669	1	  0.000000
chr1	10310669	1	  0.000000
chr1	10320669	1	  0.000000
chr1	10330669	1	  0.000000
chr1	10340669	1	  0.000000
chr1	10350669	1	  0.000000
chr1	10360669	1	  0.000000
chr1	10370669	1	  0.168965
chr1	10380669	1	  1.316950
chr1	10390669	1	  1.316950
chr1	10400669	1	  1.316950
chr1	10410669	1	  0.311195
chr1	10420669	1	  0.000000
chr1	10430669	1	  0.000000
chr1	10440669	1	  0.000000
chr1	10450669	1	  0.000000
chr1	10460669	1	  0.000000
chr1	10470669	1	  0.000000
chr1	10480669	1	  0.000000
chr1	10490669	1	  0.000000
chr1	10500669	1	  0.000000
chr1	10510669	1	  0.000000
chr1	10520669	1	  0.000000
chr1	10530669	1	  0.000000
chr1	10540669	1	  0.000000
chr1	10550669	1	  0.000000
chr1	10560669	1	  0.212269
chr1	10570669	1	  6.153645
chr1	10580669	1	  0.000012
chr1	10590669	1	  0.000000
chr1	10600669	1	  0.246489
chr1	10610669	1	  3.227993
chr1	10620669	1	  3.564855
chr1	10630669	1	  0.572516
chr1	10640669	1	  0.286324
chr1	10650669	1	  0.833063
chr1	10660669	1	  0.514250
chr1	10670669	1	  0.000000
chr1	10680669	1	  8.508463
chr1	10690669	1	  3.075445
chr1	10700669	1	  0.006014
chr1	10710669	1	  5.311418
chr1	10720669	1	  5.221836
chr1	10730669	1	 16.364358
chr1	10740669	1	  9.164206
chr1	10750669	1	  0.574101
chr1	10760669	1	  4.029527
chr1	10770669	1	  1.038889
chr1	10780669	1	  2.134654
chr1	10790669	1	  4.570033
chr1	10800669	1	  2.886229
chr1	10810669	1	  0.112411
chr1	10820669	1	  0.084599
chr1	10830669	1	  1.358353
chr1	10840669	1	  1.302508
chr1	10850669	1	  8.151661
chr1	10860669	1	  2.806796
chr1	10870669	1	  2.463668
chr1	10880669	1	  4.477768
chr1	10890669	1	  2.529044
chr1	10900669	1	  0.000000
chr1	10910669	1	  2.569217
chr1	10920669	1	 14.435497
chr1	10930669	1	  3.000796
chr1	10940669	1	  0.989062
chr1	10950669	1	 16.122084
chr1	10960669	1	  0.000000
chr1	10970669	1	  6.537724
chr1	10980669	1	 10.470843
chr1	10990669	1	  3.280542
chr1	11000669	1	  0.438937
chr1	11010669	1	  0.000000
chr1	11020669	1	  0.000001
chr1	11030669	1	  0.000001
chr1	11040669	1	  0.000001
chr1	11050669	1	  0.000001
chr1	11060669	1	  0.000000
chr1	11070669	1	  0.000000
chr1	11080669	1	  0.000000
chr1	11090669	1	  0.000000
chr1	11100669	1	  0.000000
chr1	11110669	1	  0.000000
chr1	11120669	1	  0.000000
chr1	11130669	1	  0.000000
chr1	11140669	1	  0.000000
chr1	11150669	1	  0.000000
chr1	11160669	1	  0.000000
chr1	11170669	1	  0.000000
chr1	11180669	1	  0.000000
chr1	11190669	1	  0.000000
chr1	11200669	1	  0.000000
chr1	11210669	1	  0.000000
chr1	11220669	1	  0.000000
chr1	11230669	1	  0.000000
chr1	11240669	1	  0.000000
chr1	11250669	1	  0.139684
chr1	11260669	1	  0.221932
chr1	11270669	1	  0.221932
chr1	11280669	1	  0.221932
chr1	11290669	1	  0.212078
chr1	11300669	1	  3.565635
chr1	11310669	1	  4.696174
chr1	11320669	1	  0.696845
chr1	11330669	1	  0.685217
chr1	11340669	1	  1.896531
chr1	11350669	1	  1.860314
chr1	11360669	1	  0.825027
chr1	11370669	1	  0.156178
chr1	11380669	1	  0.000000
chr1	11390669	1	  0.000000
chr1	11400669	1	  0.000000
chr1	11410669	1	  7.887927
chr1	11420669	1	  4.617347
chr1	11430669	1	  0.673981
chr1	11440669	1	  0.959669
chr1	11450669	1	  0.000000
chr1	11460669	1	  0.249149
chr1	11470669	1	  0.488050
chr1	11480669	1	  0.236411
chr1	11490669	1	  0.000000
chr1	11500669	1	  1.342601
chr1	11510669	1	  3.176529
chr1	11520669	1	  0.510598
chr1	11530669	1	  0.000000
chr1	11540669	1	  0.000000
chr1	11550669	1	  0.000000
chr1	11560669	1	  2.087541
chr1	11570669	1	  2.919540
chr1	11580669	1	  3.746503
chr1	11590669	1	  0.923373
chr1	11600669	1	  0.472121
chr1	11610669	1	  0.000281
chr1	11620669	1	  0.001464
chr1	11630669	1	  7.294399
chr1	11640669	1	 11.896743
chr1	11650669	1	  2.264854
chr1	11660669	1	  0.753743
chr1	11670669	1	  8.438297
chr1	11680669	1	  2.867847
chr1	11690669	1	  1.081377
chr1	11700669	1	 12.094210
chr1	11710669	1	  5.075745
chr1	11720669	1	  4.274048
chr1	11730669	1	  0.000000
chr1	11740669	1	 29.615247
chr1	11750669	1	  5.530569
chr1	11760669	1	  0.000062
chr1	11770669	1	  0.000015
chr1	11780669	1	  1.119279
chr1	11790669	1	  0.000000
chr1	11800669	1	  0.000000
chr1	11810669	1	  0.000000
chr1	11820669	1	  0.000000
chr1	11830669	1	  1.958875
chr1	11840669	1	  2.337691
chr1	11850669	1	  0.000049
chr1	11860669	1	  0.100899
chr1	11870669	1	  0.631079
chr1	11880669	1	  0.387139
chr1	11890669	1	  0.000092
chr1	11900669	1	  1.248848
chr1	11910669	1	  0.000000
chr1	11920669	1	  2.856241
chr1	11930669	1	  0.000000
chr1	11940669	1	  0.000000
chr1	11950669	1	  0.240935
chr1	11960669	1	  1.261700
chr1	11970669	1	  0.000000
chr1	11980669	1	  0.000000
chr1	11990669	1	  0.000000
chr1	12000669	1	  0.000000
chr1	12010669	1	  0.000000
chr1	12020669	1	  2.340974
chr1	12030669	1	  0.637975
chr1	12040669	1	  0.548916
chr1	12050669	1	  0.522633
chr1	12060669	1	  0.390787
chr1	12070669	1	  5.448443
chr1	12080669	1	  3.674166
chr1	12090669	1	  8.023335
chr1	12100669	1	 11.008769
chr1	12110669	1	  0.000000
chr1	12120669	1	 14.092586
chr1	12130669	1	  6.034609
chr1	12140669	1	  0.000000
chr1	12150669	1	  0.000000
chr1	12160669	1	  0.000000
chr1	12170669	1	  0.000000
chr1	12180669	1	  0.000016
chr1	12190669	1	 23.467770
chr1	12200669	1	  1.585798
chr1	12210669	1	  1.585798
chr1	12220669	1	  0.499527
chr1	12230669	1	  0.000000
chr1	12240669	1	  0.219202
chr1	12250669	1	  0.709851
chr1	12260669	1	  0.675565
chr1	12270669	1	  0.000000
chr1	12280669	1	  0.000000
chr1	12290669	1	  0.000000
chr1	12300669	1	  0.000000
chr1	12310669	1	  0.000000
chr1	12320669	1	  0.000000
chr1	12330669	1	  0.000000
chr1	12340669	1	  0.027359
chr1	12350669	1	  0.098343
chr1	12360669	1	  0.098343
chr1	12370669	1	  0.098343
chr1	12380669	1	  0.098343
chr1	12390669	1	  0.098343
chr1	12400669	1	  0.098343
chr1	12410669	1	  0.098343
chr1	12420669	1	  0.109390
chr1	12430669	1	  0.156493
chr1	12440669	1	  0.000000
chr1	12450669	1	  0.000000
chr1	12460669	1	  0.000000
chr1	12470669	1	  0.000000
chr1	12480669	1	  0.000000
chr1	12490669	1	  0.013240
chr1	12500669	1	  2.735991
chr1	12510669	1	  1.396991
chr1	12520669	1	  7.156796
chr1	12530669	1	 14.718137
chr1	12540669	1	  0.000000
chr1	12550669	1	  0.055532
chr1	12560669	1	  0.428961
chr1	12570669	1	  1.866671
chr1	12580669	1	  1.426187
chr1	12590669	1	  0.832395
chr1	12600669	1	  3.955857
chr1	12610669	1	  7.801296
chr1	12620669	1	  0.000000
chr1	12630669	1	  0.000000
chr1	12640669	1	  0.000073
chr1	12650669	1	  1.179909
chr1	12660669	1	  1.192066
chr1	12670669	1	  1.192066
chr1	12680669	1	  8.695636
chr1	12690669	1	 10.006315
chr1	12700669	1	  5.790298
chr1	12710669	1	  1.241970
chr1	12720669	1	  0.000000
chr1	12730669	1	  0.000000
chr1	12740669	1	  0.003142
chr1	12750669	1	  1.286969
chr1	12760669	1	  6.344641
chr1	12770669	1	  5.894554
chr1	12780669	1	  9.088844
chr1	12790669	1	 10.178997
chr1	12800669	1	  0.169756
chr1	12810669	1	  0.169756
chr1	12820669	1	  0.169756
chr1	12830669	1	  0.169756
chr1	12840669	1	  0.169756
chr1	12850669	1	  0.169756
chr1	12860669	1	  0.169756
chr1	12870669	1	  0.169756
chr1	12880669	1	  0.169756
chr1	12890669	1	  0.169756
chr1	12900669	1	  0.169756
chr1	12910669	1	  0.169756
chr1	12920669	1	  0.169756
chr1	12930669	1	  0.169756
chr1	12940669	1	  0.169756
chr1	12950669	1	  0.169756
chr1	12960669	1	  0.169756
chr1	12970669	0	  0.169756
chr1	12980669	0	  0.169756
chr1	12990669	0	  0.169756
chr1	13000669	0	  0.169756
chr1	13010669	0	  0.169756
chr1	13020669	0	  0.169756
chr1	13030669	1	  0.169756
chr1	13040669	1	  0.169756
chr1	13050669	1	  0.169756
chr1	13060669	1	  0.169756
chr1	13070669	1	  0.169756
chr1	13080669	1	  0.169756
chr1	13090669	1	  0.169756
chr1	13100669	1	  0.169756
chr1	13110669	1	  0.169756
chr1	13120669	1	  0.169756
chr1	13130669	1	  0.169756
chr1	13140669	0	  0.169756
chr1	13150669	0	  0.169756
chr1	13160669	0	  0.169756
chr1	13170669	0	  0.169756
chr1	13180669	0	  0.169756
chr1	13190669	0	  0.169756
chr1	13200669	1	  0.169756
chr1	13210669	1	  0.169756
chr1	13220669	1	  0.169756
chr1	13230669	1	  0.169756
chr1	13240669	1	  0.169756
chr1	13250669	1	  0.169756
chr1	13260669	1	  0.169756
chr1	13270669	1	  0.169756
chr1	13280669	1	  0.169756
chr1	13290669	1	  0.169756
chr1	13300669	1	  0.169756
chr1	13310669	1	  0.169756
chr1	13320669	1	  0.169756
chr1	13330669	1	  0.169756
chr1	13340669	1	  0.169756
chr1	13350669	1	  0.169756
chr1	13360669	1	  0.169756
chr1	13370669	1	  0.169756
chr1	13380669	1	  0.169756
chr1	13390669	1	  0.169756
chr1	13400669	1	  0.169756
chr1	13410669	1	  0.169756
chr1	13420669	1	  0.169756
chr1	13430669	0	  0.169756
chr1	13440669	0	  0.169756
chr1	13450669	0	  0.169756
chr1	13460669	0	  0.169756
chr1	13470669	0	  0.169756
chr1	13480669	0	  0.169756
chr1	13490669	1	  0.169756
chr1	13500669	1	  0.169756
chr1	13510669	1	  0.169756
chr1	13520669	1	  0.169756
chr1	13530669	1	  0.169756
chr1	13540669	1	  0.169756
chr1	13550669	1	  0.169756
chr1	13560669	1	  0.169756
chr1	13570669	1	  0.169756
chr1	13580669	1	  0.169756
chr1	13590669	1	  0.169756
chr1	13600669	1	  0.169756
chr1	13610669	1	  0.169756
chr1	13620669	1	  0.169756
chr1	13630669	1	  0.169756
chr1	13640669	1	  0.169756
chr1	13650669	1	  0.961440
chr1	13660669	1	  5.485424
chr1	13670669	1	  0.142267
chr1	13680669	1	 11.900929
chr1	13690669	1	  7.398391
chr1	13700669	1	  5.812786
chr1	13710669	1	  6.247813
chr1	13720669	1	  5.268666
chr1	13730669	1	  0.263870
chr1	13740669	1	  0.225256
chr1	13750669	1	  0.312473
chr1	13760669	1	  1.411328
chr1	13770669	1	  1.688560
chr1	13780669	1	  3.374863
chr1	13790669	1	  1.376061
chr1	13800669	1	 14.768254
chr1	13810669	1	  3.487184
chr1	13820669	1	  8.402253
chr1	13830669	1	  2.384926
chr1	13840669	1	  0.162016
chr1	13850669	1	  0.000011
chr1	13860669	1	  0.000001
chr1	13870669	1	  0.000001
chr1	13880669	1	  0.000000
chr1	13890669	1	  0.000000
chr1	13900669	1	  0.000000
chr1	13910669	1	  0.000000
chr1	13920669	1	  0.000000
chr1	13930669	1	  0.000000
chr1	13940669	1	  0.000000
chr1	13950669	1	  0.000000
chr1	13960669	1	  0.000000
chr1	13970669	1	  0.000000
chr1	13980669	1	  0.000000
chr1	13990669	1	  1.187292
chr1	14000669	1	 11.969266
chr1	14010669	1	  1.178087
chr1	14020669	1	  1.334409
chr1	14030669	1	  3.529392
chr1	14040669	1	  1.607805
chr1	14050669	1	  1.827879
chr1	14060669	1	  2.858899
chr1	14070669	1	  3.878029
chr1	14080669	1	  3.976256
chr1	14090669	1	  0.000000
chr1	14100669	1	  3.523275
chr1	14110669	1	  3.504456
chr1	14120669	1	  0.803784
chr1	14130669	1	  0.000000
chr1	14140669	1	  0.000000
chr1	14150669	1	  1.075954
chr1	14160669	1	  2.793172
chr1	14170669	1	  0.567049
chr1	14180669	1	  0.259900
chr1	14190669	1	  0.168378
chr1	14200669	1	  0.532850
chr1	14210669	1	  0.296781
chr1	14220669	1	  0.095465
chr1	14230669	1	  1.110505
chr1	14240669	1	  0.000000
chr1	14250669	1	  0.000000
chr1	14260669	1	  8.405522
chr1	14270669	1	  1.729335
chr1	14280669	1	  0.000000
chr1	14290669	1	  0.000000
chr1	14300669	1	  0.000000
chr1	14310669	1	  3.679395
chr1	14320669	1	  0.000000
chr1	14330669	1	  1.732216
chr1	14340669	1	  1.476486
chr1	14350669	1	  1.389760
chr1	14360669	1	  0.620252
chr1	14370669	1	  0.000000
chr1	14380669	1	  5.832126
chr1	14390669	1	  1.661837
chr1	14400669	1	  0.662227
chr1	14410669	1	  0.000000
chr1	14420669	1	  0.000000
chr1	14430669	1	  0.000000
chr1	14440669	1	  1.770709
chr1	14450669	1	  3.284566
chr1	14460669	1	  2.736531
chr1	14470669	1	  0.322297
chr1	14480669	1	  0.002292
chr1	14490669	1	  1.109800
chr1	14500669	1	 21.976243
chr1	14510669	1	  0.170136
chr1	14520669	1	  0.650752
chr1	14530669	1	  0.000000
chr1	14540669	1	  0.356441
chr1	14550669	1	  0.000000
chr1	14560669	1	  0.000000
chr1	14570669	1	  0.000000
chr1	14580669	1	  4.100918
chr1	14590669	1	  4.191453
chr1	14600669	1	  1.640808
chr1	14610669	1	  3.736631
chr1	14620669	1	  0.672220
chr1	14630669	1	  1.222288
chr1	14640669	1	  0.000000
chr1	14650669	1	  0.214970
chr1	14660669	1	  4.360437
chr1	14670669	1	  4.360437
chr1	14680669	1	  0.781406
chr1	14690669	1	  0.000000
chr1	14700669	1	  0.000000
chr1	14710669	1	  0.323286
chr1	14720669	1	  1.566528
